Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),capture_rate
Brooklyn North,BKN03,6,2007,December,62.68442893,25.71331649,28.24273739,486.5604128
Brooklyn North,BKN03,10,2008,April,56.18520031,24.44250208,33.02830414,366.4161594
Brooklyn North,BKN03,3,2008,September,61.49940308,25.98663817,28.4900866,489.0907452
Brooklyn North,BKN03,7,2008,January,57.98128025,27.03649775,33.65055892,394.1408073
Brooklyn North,BKN03,11,2008,May,62.31727603,23.65507206,31.3621333,474.4342683
Brooklyn North,BKN03,2,2008,August,57.05057346,23.42629477,28.17163519,371.7126753
Brooklyn North,BKN03,8,2008,February,59.56657151,26.3417197,32.95673533,423.3148622
Brooklyn North,BKN03,1,2008,July,60.41533349,22.89953671,27.48123892,428.0132935
Brooklyn North,BKN03,12,2008,June,62.10691993,24.44797178,32.82394888,468.4626112
Brooklyn North,BKN03,9,2008,March,63.497081,26.33708258,32.21715181,500.3679547
Brooklyn North,BKN03,4,2008,October,56.13652125,26.06334017,27.68614833,392.2710865
Brooklyn North,BKN03,6,2008,December,62.70929157,26.95519154,29.06760064,485.276845
Brooklyn North,BKN03,5,2008,November,61.69271544,28.81726341,28.16479161,490.8520584
Brooklyn North,BKN03,8,2009,February,59.79748246,26.04079414,34.41266312,426.7737004
Brooklyn North,BKN03,7,2009,January,64.78523989,27.85289873,37.1952886,522.580471
Brooklyn North,BKN03,9,2009,March,64.00174033,24.556536,33.86875676,512.080907
Brooklyn North,BKN03,12,2009,June,61.53683003,23.66852342,33.56010546,457.5439648
Brooklyn North,BKN03,10,2009,April,56.07894946,23.89267384,33.57596156,364.9707835
Brooklyn North,BKN03,3,2009,September,62.14342554,29.01224163,32.21023911,497.1360098
Brooklyn North,BKN03,1,2009,July,56.09423548,23.63773993,30.43014621,356.0577788
Brooklyn North,BKN03,2,2009,August,63.86861411,24.90764824,30.40749824,491.4339958
Brooklyn North,BKN03,11,2009,May,61.55094918,22.7551478,32.92101265,459.1006466
Brooklyn North,BKN03,4,2009,October,57.59712791,28.12235274,32.21984522,412.0188306
Brooklyn North,BKN03,6,2009,December,58.40804991,28.41415035,34.40636389,400.9678243
Brooklyn North,BKN03,5,2009,November,63.2143713,28.35939217,31.12335677,521.886402
Brooklyn North,BKN03,11,2010,May,62.09952856,24.1812923,33.22654375,468.3065961
Brooklyn North,BKN03,9,2010,March,55.16248031,25.78123545,32.48424995,354.1568098
Brooklyn North,BKN03,7,2010,January,63.2304922,27.24631963,36.59745836,489.2207781
Brooklyn North,BKN03,8,2010,February,62.24787271,25.05355498,33.69062404,474.5466412
Brooklyn North,BKN03,2,2010,August,63.33783588,23.55585776,31.56567943,480.6517448
Brooklyn North,BKN03,12,2010,June,56.94483983,22.46266347,33.62280881,379.156611
Brooklyn North,BKN03,1,2010,July,55.89574713,22.61786593,30.78114537,353.7011832
Brooklyn North,BKN03,3,2010,September,56.51315913,28.08758793,31.42715123,394.6800566
Brooklyn North,BKN03,10,2010,April,62.08961938,25.73080226,33.41910766,466.4753003
Brooklyn North,BKN03,4,2010,October,62.33518665,27.54283424,30.47313323,503.8418587
Brooklyn North,BKN03,5,2010,November,62.53389649,26.50732564,28.02386668,510.9280252
Brooklyn North,BKN03,6,2010,December,58.52955441,24.85999856,31.75509568,407.4733055
Brooklyn North,BKN03,12,2011,June,55.41353776,24.19058212,27.9211207,357.8957682
Brooklyn North,BKN03,1,2011,July,62.15901969,23.21810887,29.82808478,458.6152169
Brooklyn North,BKN03,2,2011,August,63.16152427,23.33505127,28.69410046,479.4714289
Brooklyn North,BKN03,7,2011,January,62.29579895,22.17160197,28.38800634,481.9158247
Brooklyn North,BKN03,8,2011,February,56.34006913,25.02090134,30.69864492,372.9965869
Brooklyn North,BKN03,3,2011,September,56.49015642,28.26131793,30.13673315,394.9480193
Brooklyn North,BKN03,9,2011,March,55.81411815,26.33630234,29.82930634,364.5851967
Brooklyn North,BKN03,10,2011,April,60.15536844,25.20326617,28.93645219,433.2281708
Brooklyn North,BKN03,11,2011,May,60.32363955,23.48170311,27.57030058,438.6802742
Brooklyn North,BKN03,4,2011,October,61.63856223,28.27421561,27.69784166,490.5459542
Brooklyn North,BKN03,6,2011,December,63.60521891,27.44821302,32.43144779,501.4096022
Brooklyn North,BKN03,5,2011,November,63.02146816,26.58733875,26.56329582,522.7561852
Brooklyn North,BKN03,2,2012,August,56.17792009,24.0613555,24.76958209,360.2845965
Brooklyn North,BKN03,12,2012,June,61.52767727,25.98927648,29.34649925,457.9045105
Brooklyn North,BKN03,10,2012,April,60.99844748,24.22785611,28.23575024,450.1468761
Brooklyn North,BKN03,11,2012,May,55.38796401,23.9536261,27.80104542,357.7607192
Brooklyn North,BKN03,3,2012,September,60.52688812,30.76154021,26.649782,466.7791323
Brooklyn North,BKN03,8,2012,February,53.51690014,25.27869557,29.1571039,333.3389307
Brooklyn North,BKN03,9,2012,March,62.45288455,24.32293211,29.26182203,482.4444897
Brooklyn North,BKN03,7,2012,January,62.88266248,27.5827652,32.21285962,484.1899806
Brooklyn North,BKN03,1,2012,July,61.53338448,23.97659231,26.96363674,448.0454309
Brooklyn North,BKN03,4,2012,October,61.46051999,29.11346614,26.42134372,487.0623026
Brooklyn North,BKN03,6,2012,December,62.28143367,26.69023442,27.69228193,477.687346
Brooklyn North,BKN03,5,2012,November,55.60721009,27.98380386,26.25621152,383.4383688
Brooklyn North,BKN03,9,2013,March,62.23248981,25.33052316,27.99770037,477.8098244
Brooklyn North,BKN03,10,2013,April,61.51720625,24.18964214,29.52777914,459.291326
Brooklyn North,BKN03,3,2013,September,61.23426187,31.2588603,26.70637259,480.381789
Brooklyn North,BKN03,2,2013,August,57.18442374,25.05470105,25.15798276,374.4026892
Brooklyn North,BKN03,1,2013,July,61.53349561,24.04260653,26.27455337,448.4929065
Brooklyn North,BKN03,7,2013,January,57.6896295,28.21503684,33.12270671,388.8492708
Brooklyn North,BKN03,11,2013,May,55.77460784,23.95833715,27.75965903,363.4254003
Brooklyn North,BKN03,12,2013,June,60.80823011,26.53535117,30.0272929,443.3104421
Brooklyn North,BKN03,8,2013,February,58.33902012,25.42280818,30.05215007,404.8010692
Brooklyn North,BKN03,4,2013,October,55.52175548,23.57878493,21.65704141,387.722298
Brooklyn North,BKN03,5,2013,November,62.32181668,30.3791033,31.47466332,500.2410197
Brooklyn North,BKN03,6,2013,December,62.14502727,26.51180642,26.01868271,476.2221186
Brooklyn North,BKN03,11,2014,May,60.47311545,24.81187914,29.55100594,438.9905849
Brooklyn North,BKN03,12,2014,June,61.1952861,28.12359021,31.84263922,447.9318414
Brooklyn North,BKN03,7,2014,January,58.28818777,29.47440113,35.10887298,395.8857242
Brooklyn North,BKN03,1,2014,July,55.64670087,24.64250985,28.57844853,350.0271197
Brooklyn North,BKN03,2,2014,August,62.54669773,25.98210295,26.99716252,465.8983419
Brooklyn North,BKN03,8,2014,February,59.69764032,26.73601107,31.93443239,425.9016258
Brooklyn North,BKN03,3,2014,September,61.06641732,29.93462335,28.24313929,477.0402037
Brooklyn North,BKN03,9,2014,March,62.00116336,26.99578454,32.21472104,468.7128834
Brooklyn North,BKN03,10,2014,April,54.524605,26.68267899,30.09684973,342.4369438
Brooklyn North,BKN03,4,2014,October,56.53890686,29.60206898,28.11874846,395.9711091
Brooklyn North,BKN03,6,2014,December,62.20903857,28.6299285,31.27597142,471.9163611
Brooklyn North,BKN03,5,2014,November,61.85809584,27.79103381,26.61340658,496.3527602
Brooklyn North,BKN03,8,2015,February,60.99822499,33.03441734,43.14552221,436.6939179
Brooklyn North,BKN03,10,2015,April,55.72375524,28.7122881,34.8589049,355.4938327
Brooklyn North,BKN03,3,2015,September,61.71344021,34.28767721,30.10515382,485.0474926
Brooklyn North,BKN03,2,2015,August,63.28499893,28.23005481,27.68056981,478.2324874
Brooklyn North,BKN03,1,2015,July,55.7857236,27.50077629,28.14429388,350.2934687
Brooklyn North,BKN03,9,2015,March,61.90902413,31.18711068,35.78940146,460.4826983
Brooklyn North,BKN03,7,2015,January,64.52106881,26.6060527,33.16470798,519.2562152
Brooklyn North,BKN03,12,2015,June,61.02751609,31.1697771,36.39715057,439.0504388
Brooklyn North,BKN03,11,2015,May,61.53606391,26.80487012,33.55861772,454.5525997
Brooklyn North,BKN03,4,2015,October,56.53314413,32.83825836,30.62810468,392.0982924
Brooklyn North,BKN03,5,2015,November,62.45683901,32.36160564,29.27394608,502.9881384
Brooklyn North,BKN03,6,2015,December,57.43681414,32.54197997,35.68731547,381.3065264
Brooklyn North,BKN03,9,2016,March,57.33033178,31.89671584,40.99709228,377.2388842
Brooklyn North,BKN03,10,2016,April,61.04615909,30.49393243,39.27509878,438.1894788
Brooklyn North,BKN03,2,2016,August,63.37190058,29.55471162,33.50068152,474.1857645
Brooklyn North,BKN03,11,2016,May,61.59874265,31.40678532,39.1891311,447.7055706
Brooklyn North,BKN03,7,2016,January,63.30927785,29.00677536,36.25438261,486.6586946
Brooklyn North,BKN03,1,2016,July,56.06828501,29.00864884,32.84862856,350.5469207
Brooklyn North,BKN03,3,2016,September,56.2920933,35.61939068,35.71524118,383.3434459
Brooklyn North,BKN03,8,2016,February,58.72703881,37.63874471,46.48019052,391.4870386
Brooklyn North,BKN03,12,2016,June,55.90195279,31.36876025,40.33981168,353.2484602
Brooklyn North,BKN03,4,2016,October,62.03875295,35.28233359,34.87821773,487.3549052
Brooklyn North,BKN03,5,2016,November,61.66308785,33.82948587,33.64472559,481.8338239
Brooklyn North,BKN03,6,2016,December,57.46567805,35.08374863,40.2328932,377.2138874
Brooklyn North,BKN03,3,2017,September,61.27608602,38.8730514,39.24308826,465.6453472
Brooklyn North,BKN03,1,2017,July,61.93494523,31.57596893,37.54181013,441.1511558
Brooklyn North,BKN03,2,2017,August,57.79087738,30.99476759,38.5074508,371.0494714
Brooklyn North,BKN03,8,2017,February,58.9593438,32.78507522,42.23802141,401.8732782
Brooklyn North,BKN03,10,2017,April,59.61584116,31.65712877,41.11009863,410.6462171
Brooklyn North,BKN03,11,2017,May,55.19308103,31.35235219,42.4017538,342.2306155
Brooklyn North,BKN03,7,2017,January,61.86942628,36.4976382,44.25335405,445.2378715
Brooklyn North,BKN03,12,2017,June,60.5566838,32.91960411,43.07281286,424.7013086
Brooklyn North,BKN03,9,2017,March,57.23120624,31.99813576,41.17003147,375.5388879
Brooklyn North,BKN03,4,2017,October,61.56300314,37.18965481,39.20971299,472.8146142
Brooklyn North,BKN03,5,2017,November,56.22532626,39.48219748,41.18785532,376.4048676
Brooklyn North,BKN03,6,2017,December,62.54611036,37.25034799,42.2616325,462.729627
Brooklyn North,BKN03,10,2018,April,60.99204813,34.26717284,45.19272093,429.9307402
Brooklyn North,BKN03,12,2018,June,61.05784895,34.62856426,46.07924047,430.2204113
Brooklyn North,BKN03,1,2018,July,60.77269719,32.62053095,39.57885173,417.7276487
Brooklyn North,BKN03,9,2018,March,60.38730806,34.8050542,41.64541285,424.9964054
Brooklyn North,BKN03,2,2018,August,57.16464227,32.99235405,40.70962886,358.8725282
Brooklyn North,BKN03,11,2018,May,54.89845753,32.74870205,43.55225661,336.6021089
Brooklyn North,BKN03,7,2018,January,56.84930577,36.38547282,47.22175636,361.1065622
Brooklyn North,BKN03,3,2018,September,60.9009294,38.93811528,41.91623058,456.4089149
Brooklyn North,BKN03,8,2018,February,57.53437261,34.70058063,45.99478676,375.384013
Brooklyn North,BKN03,4,2018,October,60.91125518,36.4879403,41.04876434,459.3056172
Brooklyn North,BKN03,6,2018,December,61.98829236,36.96824096,44.34238101,450.7542518
Brooklyn North,BKN03,5,2018,November,54.66503817,37.50169406,40.06135133,355.2849583
Brooklyn North,BKN03,2,2019,August,56.70493406,35.61046607,40.01842233,350.7546933
Brooklyn North,BKN03,3,2019,September,60.21920554,41.79044087,42.49577209,440.809631
Brooklyn North,BKN03,1,2019,July,61.44258921,34.10945442,42.0190592,426.6056585
Brooklyn North,BKN03,4,2019,October,55.24871202,39.99227496,42.45546505,360.7410055
Brooklyn North,BKN03,5,2019,November,59.69284955,40.06506013,40.54099096,433.9599954
Brooklyn North,BKN03,6,2019,December,61.68292402,36.41704565,41.98872291,445.903117
Brooklyn North,BKN04,11,2005,May,64.49276982,24.04532483,46.0156182,509.8374236
Brooklyn North,BKN04,9,2005,March,60.43377447,27.14396722,45.17879631,430.5195604
Brooklyn North,BKN04,12,2005,June,59.455976,23.77020841,44.86222005,412.5562835
Brooklyn North,BKN04,7,2005,January,66.3282594,22.96236696,41.94707394,562.6978747
Brooklyn North,BKN04,10,2005,April,63.34263803,24.41082124,46.12171827,484.5849395
Brooklyn North,BKN04,2,2006,August,61.04738378,23.47362986,41.52205525,428.9820017
Brooklyn North,BKN04,10,2006,April,64.51617699,23.33761575,43.95792245,512.6436369
Brooklyn North,BKN04,12,2006,June,65.09944469,23.79913565,42.91277415,526.2049611
Brooklyn North,BKN04,7,2006,January,66.28681741,25.64037851,45.18056829,552.58608
Brooklyn North,BKN04,8,2006,February,62.92045412,23.75749647,41.38168145,484.326325
Brooklyn North,BKN04,1,2006,July,64.80479595,24.01457168,40.23553272,504.5408866
Brooklyn North,BKN04,9,2006,March,61.17404465,24.97164382,45.09079933,446.1793926
Brooklyn North,BKN04,3,2006,September,64.35682275,25.6891835,43.46016108,540.871925
Brooklyn North,BKN04,11,2006,May,59.65341473,22.85383952,42.86232064,417.9580991
Brooklyn North,BKN04,4,2006,October,63.64000993,28.21065108,41.60856124,523.3640062
Brooklyn North,BKN04,6,2006,December,66.3349921,27.74804149,41.19115027,557.9111305
Brooklyn North,BKN04,5,2006,November,59.20497475,28.59938464,41.02077467,434.0376983
Brooklyn North,BKN04,3,2007,September,64.51831418,26.32591168,39.57890698,547.2677514
Brooklyn North,BKN04,7,2007,January,61.90966917,26.83157788,42.31607775,459.1726176
Brooklyn North,BKN04,9,2007,March,65.95321105,24.25202298,39.92444152,553.4831232
Brooklyn North,BKN04,10,2007,April,65.25502084,24.52390817,41.01623036,530.4647834
Brooklyn North,BKN04,2,2007,August,61.6717807,24.07932669,40.75945877,440.459258
Brooklyn North,BKN04,1,2007,July,64.52590477,24.35827668,39.41947738,498.7570909
Brooklyn North,BKN04,11,2007,May,60.34145245,22.95141311,40.1673175,431.6927288
Brooklyn North,BKN04,8,2007,February,63.39681571,24.6092445,43.74079596,491.7991198
Brooklyn North,BKN04,12,2007,June,65.92950167,23.74072044,41.30834104,547.2271699
Brooklyn North,BKN04,4,2007,October,65.10093075,27.22661694,39.87961606,560.256271
Brooklyn North,BKN04,6,2007,December,66.48313047,27.51761805,39.65906892,563.1432556
Brooklyn North,BKN04,5,2007,November,59.10808287,28.05563193,37.97609744,434.7272701
Brooklyn North,BKN04,11,2008,May,66.13208117,23.45788933,41.51118569,552.3585694
Brooklyn North,BKN04,9,2008,March,66.99138975,25.39932527,44.41050248,574.7731184
Brooklyn North,BKN04,3,2008,September,65.20169064,26.61662465,39.65229823,563.5656884
Brooklyn North,BKN04,8,2008,February,63.33920889,25.89993996,44.5211782,488.7114107
